Sighting Animal,Sighting Evidence,Sighting Evidence Comment,Sighting Quantity,Sighting Presence,Sighting Evidence of Absence,Sighting Provisions Related,Sighting Evidence of Provision,Sighting Native American Presence,Observation Year,Observation Season,Observation Month,Observation Day,Observer Name,Observer ID,Observer Years,Observer Participation,Observer Point of Origin,Observer Notes,Observer Profession,Observer Official Status,Observer Gender,Observation Location,Observation Comments,Trip Participants,Trip Number Participants,Trip Purpose,Trip Comments,Trip Start Year,Trip Start Month,Trip Start Day,Trip End Year,Trip End Month,Trip End Day,Trip Digital Route Available,Source Document,Source Page,Source Author,Source Date of Publication,Source Title,Source Subtitle,Source Publisher,Source Publisher Location,Source Comments
,,,,0,,1,bacon,0,1877,summer,August,20,"Weikert, Andrew J",anwe,1877,First Hand,regional,,unknown,Non to Official,M,Mammoth Hot Springs,,"Weikert, Duncan, Wilkie, Ben Stone, Dick, Fred, Roberts, Foller",10,visitors,,1877,August,14,1877,August,28,1,Weikert 1900,155,"Weikert, Andrew J.",1900,,,,,
,,,,0,,1,McClellan found emaciated,0,1812,fall,October,13,"Stuart, Robert",rost,1812,First Hand,continental,,trapper,Non to Official,M,,,"Robert Stuart, Jones, McClellan, Crooks,Valle, Leclairc",6,,St. Louis to mouth of Columbianumber in party varied between 5 & 11,1812,September,15,1812,October,21,0,Stuart 1935,156,Stuart,1935,,,,,
Pronghorn,observed animal,few in neighborhood,Less than 10,1,,0,,0,1812,fall,October,0,"Stuart, Robert",rost,1812,First Hand,continental,,trapper,Non to Official,M,,,"Robert Stuart, Jones, McClellan, Crooks,Valle, Leclairc",6,,St. Louis to mouth of Columbianumber in party varied between 5 & 11,1812,September,15,1812,October,21,0,Stuart 1935,156,Stuart,1935,,,,,
Grizzly Bear,killed animal,,1,1,,0,,0,1874,,,0,"Dunraven, Earl of",wtwq,1874,First Hand,international,"Listed under ""Dunraven"" in accordance with common usage; full name was Windham Thomas Wyndham to Quin.",hunter,Non to Official,M,same drainage,probably Tom Miner Creek,"Dunraven, Omohondo, Fred Bottler, Campbell, Kingsley, Wynne, Bromley",7,hunting,,1874,,0,1874,,0,0,Dunraven 1876,156,"Dunraven, Earl of (Windham Thomas Wyndam to Quin",1876,,,,,"pgs cont'd: 336 to 8,340 to 1,343 to 9,351,353 to 8,361 to 2,364 to 70,73"
Elk,described parts,carcass,Less than 10,1,,0,,0,1874,,,0,"Dunraven, Earl of",wtwq,1874,First Hand,international,"Listed under ""Dunraven"" in accordance with common usage; full name was Windham Thomas Wyndham to Quin.",hunter,Non to Official,M,same drainage,probably Tom Miner Creek,"Dunraven, Omohondo, Fred Bottler, Campbell, Kingsley, Wynne, Bromley",7,hunting,,1874,,0,1874,,0,0,Dunraven 1876,156,"Dunraven, Earl of (Windham Thomas Wyndam to Quin",1876,,,,,"pgs cont'd: 336 to 8,340 to 1,343 to 9,351,353 to 8,361 to 2,364 to 70,73"
"Bear, unspecified",observed animal,three,3 to 5,1,,0,,0,1871,summer,August,8,"Peale, Albert",alpe,"1871, 1872",First Hand,continental,,scientist,Official,M,,,"Ferdinand Hayden, George Allen, Albert Peale, Bob Bushnel, Jose, Jim, Joe Clark, Carrington, Logan, Lt Doane, Geiselman, Goodfellow, Steve, Smith, W H Jackson, Duncan, Cam, Stevenson, H W Elliott, Robert Adams, Thomas Moran",20,scientific expedition,"plus packers, cooks and stock; Yellowstone River, Yellowstone Lake, Firehole River, around Lake, Pelican Creek, Mirror Plateau, Lamar",1871,July,11,1871,August,27,1,Merrill 1999,156,"Merrill, Marlene Deahl",1999,,,,,
Elk,observed animal,,Less than 10,1,,0,,0,1871,summer,August,9,"Peale, Albert",alpe,"1871, 1872",First Hand,continental,,scientist,Official,M,"moved near Flat Mountain Arm, camped west of Flat Mountain",,"Ferdinand Hayden, George Allen, Albert Peale, Bob Bushnel, Jose, Jim, Joe Clark, Carrington, Logan, Lt Doane, Geiselman, Goodfellow, Steve, Smith, W H Jackson, Duncan, Cam, Stevenson, H W Elliott, Robert Adams, Thomas Moran",20,scientific expedition,"plus packers, cooks and stock; Yellowstone River, Yellowstone Lake, Firehole River, around Lake, Pelican Creek, Mirror Plateau, Lamar",1871,July,11,1871,August,27,1,Merrill 1999,156,"Merrill, Marlene Deahl",1999,,,,,
Mule Deer,described parts,meat,Less than 10,1,,0,,0,1871,summer,August,9,"Peale, Albert",alpe,"1871, 1872",First Hand,continental,,scientist,Official,M,camped west of Flat Mountain,,"Ferdinand Hayden, George Allen, Albert Peale, Bob Bushnel, Jose, Jim, Joe Clark, Carrington, Logan, Lt Doane, Geiselman, Goodfellow, Steve, Smith, W H Jackson, Duncan, Cam, Stevenson, H W Elliott, Robert Adams, Thomas Moran",20,scientific expedition,"plus packers, cooks and stock; Yellowstone River, Yellowstone Lake, Firehole River, around Lake, Pelican Creek, Mirror Plateau, Lamar",1871,July,11,1871,August,27,1,Merrill 1999,156,"Merrill, Marlene Deahl",1999,,,,,
Elk,observed animal,three,Less than 10,1,,0,,0,1871,summer,August,21,"Peale, Albert",alpe,"1871, 1872",First Hand,continental,,scientist,Official,M,Turbid Lake,,"Ferdinand Hayden, George Allen, Albert Peale, Bob Bushnel, Jose, Jim, Joe Clark, Carrington, Logan, Lt Doane, Geiselman, Goodfellow, Steve, Smith, W H Jackson, Duncan, Cam, Stevenson, H W Elliott, Robert Adams, Thomas Moran",20,scientific expedition,"plus packers, cooks and stock; Yellowstone River, Yellowstone Lake, Firehole River, around Lake, Pelican Creek, Mirror Plateau, Lamar",1871,July,11,1871,August,27,1,Merrill 1999,156,"Merrill, Marlene Deahl",1999,,,,,
Unknown,observed animal,gane see game skipping around,,1,,0,,0,1877,summer,August,23,"Weikert, Andrew J",anwe,1877,First Hand,regional,,unknown,Non to Official,M,Tower Fall,,"Weikert, Duncan, Wilkie, Ben Stone, Dick, Fred, Roberts, Foller",10,visitors,,1877,August,14,1877,August,28,1,Weikert 1900,156,"Weikert, Andrew J.",1900,,,,,
,,,,0,,1,"supper of potatoes, fish & bread",0,1877,summer,August,21,"Weikert, Andrew J",anwe,1877,First Hand,regional,,unknown,Non to Official,M,Mammoth Hot Springs,,"Weikert, Duncan, Wilkie, Ben Stone, Dick, Fred, Roberts, Foller",10,visitors,,1877,August,14,1877,August,28,1,Weikert 1900,156,"Weikert, Andrew J.",1900,,,,,
,,,,0,,1,bacon for supper,0,1877,summer,August,22,"Weikert, Andrew J",anwe,1877,First Hand,regional,,unknown,Non to Official,M,Tower Fall,,"Weikert, Duncan, Wilkie, Ben Stone, Dick, Fred, Roberts, Foller",10,visitors,,1877,August,14,1877,August,28,1,Weikert 1900,156,"Weikert, Andrew J.",1900,,,,,
Beaver,observed animal,,1,1,,0,,0,1832,spring,June,0,"Wyeth, Nathaniel J.",nawy,"1832, 1833",First Hand,continental,,trapper,Non to Official,M,Along the Green River,,"Nathaniel J. Wyeth, John B. Wyeth, Jacob Wyeth",24,business oppurtunities on west coast in Oregon area,nine left to return home from Pierre's Hole,1832,June,29,1832,July,27,0,Wyeth 1899,157,Wyeth,1899,,,,,
,,,,0,,1,"suggestion of cannibalism, recanted",0,1812,fall,October,0,"Stuart, Robert",rost,1812,First Hand,continental,,trapper,Non to Official,M,,,"Robert Stuart, Jones, McClellan, Crooks,Valle, Leclairc",6,,St. Louis to mouth of Columbianumber in party varied between 5 & 11,1812,September,15,1812,October,21,0,Stuart 1935,157,Stuart,1935,,,,,
Pronghorn,observed animal,a few,Less than 10,1,,0,,0,1863,spring,April,15,"Stuart, James",jast,1863,First Hand,regional,,prospector,Non to Official,M,"Madison River, traveled down 8 miles",,"James Stuart, Black (Blake), Bell, Underwood, Bostwick, George Pfohl",,prospecting,,1863,April,12,1863,May,28,0,Stuart 1876,157,"Stuart, James",1876,,,,,
Pronghorn,killed animal,,Less than 10,1,,0,,0,1863,spring,April,16,"Stuart, James",jast,1863,First Hand,regional,,prospector,Non to Official,M,Madison drainage,,"James Stuart, Black (Blake), Bell, Underwood, Bostwick, George Pfohl",,prospecting,,1863,April,12,1863,May,28,0,Stuart 1876,157,"Stuart, James",1876,,,,,
Mule Deer,killed animal,two,Less than 10,1,,0,,0,1863,spring,April,16,"Stuart, James",jast,1863,First Hand,regional,,prospector,Non to Official,M,Madison drainage,,"James Stuart, Black (Blake), Bell, Underwood, Bostwick, George Pfohl",,prospecting,,1863,April,12,1863,May,28,0,Stuart 1876,157,"Stuart, James",1876,,,,,
Mule Deer,observed animal,plenty,100 to 500,1,,0,,0,1863,spring,April,16,"Stuart, James",jast,1863,First Hand,regional,,prospector,Non to Official,M,Madison drainage,,"James Stuart, Black (Blake), Bell, Underwood, Bostwick, George Pfohl",,prospecting,,1863,April,12,1863,May,28,0,Stuart 1876,157,"Stuart, James",1876,,,,,
Pronghorn,observed animal,plenty,100 to 500,1,,0,,0,1863,spring,April,16,"Stuart, James",jast,1863,First Hand,regional,,prospector,Non to Official,M,Madison drainage,,"James Stuart, Black (Blake), Bell, Underwood, Bostwick, George Pfohl",,prospecting,,1863,April,12,1863,May,28,0,Stuart 1876,157,"Stuart, James",1876,,,,,
Elk,observed animal,twenty,10 to 30,1,,0,,0,1863,spring,April,17,"Stuart, James",jast,1863,First Hand,regional,,prospector,Non to Official,M,following Madison River,,"James Stuart, Black (Blake), Bell, Underwood, Bostwick, George Pfohl",,prospecting,,1863,April,12,1863,May,28,0,Stuart 1876,157,"Stuart, James",1876,,,,,
Pronghorn,observed animal,occasionally,30 to 100,1,,0,,0,1863,spring,April,17,"Stuart, James",jast,1863,First Hand,regional,,prospector,Non to Official,M,following Madison River,,"James Stuart, Black (Blake), Bell, Underwood, Bostwick, George Pfohl",,prospecting,,1863,April,12,1863,May,28,0,Stuart 1876,157,"Stuart, James",1876,,,,,
Black Bear,observed animal,,1,1,,0,,0,1863,spring,April,17,"Stuart, James",jast,1863,First Hand,regional,,prospector,Non to Official,M,following Madison River,,"James Stuart, Black (Blake), Bell, Underwood, Bostwick, George Pfohl",,prospecting,,1863,April,12,1863,May,28,0,Stuart 1876,157,"Stuart, James",1876,,,,,
Bison,observed sign,tracks,Less than 10,1,,0,,0,1863,spring,April,17,"Stuart, James",jast,1863,First Hand,regional,,prospector,Non to Official,M,following Madison River,,"James Stuart, Black (Blake), Bell, Underwood, Bostwick, George Pfohl",,prospecting,,1863,April,12,1863,May,28,0,Stuart 1876,157,"Stuart, James",1876,,,,,
Unknown,assumption,hunt game,,1,,0,,0,1871,summer,August,10,"Peale, Albert",alpe,"1871, 1872",First Hand,continental,,scientist,Official,M,camped west of Flat Mountain,,"Ferdinand Hayden, George Allen, Albert Peale, Bob Bushnel, Jose, Jim, Joe Clark, Carrington, Logan, Lt Doane, Geiselman, Goodfellow, Steve, Smith, W H Jackson, Duncan, Cam, Stevenson, H W Elliott, Robert Adams, Thomas Moran",20,scientific expedition,"plus packers, cooks and stock; Yellowstone River, Yellowstone Lake, Firehole River, around Lake, Pelican Creek, Mirror Plateau, Lamar",1871,July,11,1871,August,27,1,Merrill 1999,157,"Merrill, Marlene Deahl",1999,,,,,
Mouse,killed animal,mole,1,1,,0,,0,1871,summer,August,10,"Peale, Albert",alpe,"1871, 1872",First Hand,continental,,scientist,Official,M,camped west of Flat Mountain,,"Ferdinand Hayden, George Allen, Albert Peale, Bob Bushnel, Jose, Jim, Joe Clark, Carrington, Logan, Lt Doane, Geiselman, Goodfellow, Steve, Smith, W H Jackson, Duncan, Cam, Stevenson, H W Elliott, Robert Adams, Thomas Moran",20,scientific expedition,"plus packers, cooks and stock; Yellowstone River, Yellowstone Lake, Firehole River, around Lake, Pelican Creek, Mirror Plateau, Lamar",1871,July,11,1871,August,27,1,Merrill 1999,157,"Merrill, Marlene Deahl",1999,,,,,
Wolverine,observed animal,,1,1,,0,,0,1871,summer,August,11,"Peale, Albert",alpe,"1871, 1872",First Hand,continental,,scientist,Official,M,inlet of upperYellowstone River at Southeast Arm,,"Ferdinand Hayden, George Allen, Albert Peale, Bob Bushnel, Jose, Jim, Joe Clark, Carrington, Logan, Lt Doane, Geiselman, Goodfellow, Steve, Smith, W H Jackson, Duncan, Cam, Stevenson, H W Elliott, Robert Adams, Thomas Moran",20,scientific expedition,"plus packers, cooks and stock; Yellowstone River, Yellowstone Lake, Firehole River, around Lake, Pelican Creek, Mirror Plateau, Lamar",1871,July,11,1871,August,27,1,Merrill 1999,157,"Merrill, Marlene Deahl",1999,,,,,
Rabbit,killed animal,,1,1,,0,,0,1871,summer,August,11,"Peale, Albert",alpe,"1871, 1872",First Hand,continental,,scientist,Official,M,inlet of upperYellowstone River at Southeast Arm,,"Ferdinand Hayden, George Allen, Albert Peale, Bob Bushnel, Jose, Jim, Joe Clark, Carrington, Logan, Lt Doane, Geiselman, Goodfellow, Steve, Smith, W H Jackson, Duncan, Cam, Stevenson, H W Elliott, Robert Adams, Thomas Moran",20,scientific expedition,"plus packers, cooks and stock; Yellowstone River, Yellowstone Lake, Firehole River, around Lake, Pelican Creek, Mirror Plateau, Lamar",1871,July,11,1871,August,27,1,Merrill 1999,157,"Merrill, Marlene Deahl",1999,,,,,
"Deer, unspecified",assumption,hunting,Unknown,1,,0,,0,1874,,,0,"Dunraven, Earl of",wtwq,1874,First Hand,international,"Listed under ""Dunraven"" in accordance with common usage; full name was Windham Thomas Wyndham to Quin.",hunter,Non to Official,M,same drainage,probably Tom Miner Creek,"Dunraven, Omohondo, Fred Bottler, Campbell, Kingsley, Wynne, Bromley",7,hunting,,1874,,0,1874,,0,0,Dunraven 1876,157,"Dunraven, Earl of (Windham Thomas Wyndam to Quin",1876,,,,,"pgs cont'd: 336 to 8,340 to 1,343 to 9,351,353 to 8,361 to 2,364 to 70,73"
Grizzly Bear,observed animal,,1,1,,0,,0,1874,,,0,"Dunraven, Earl of",wtwq,1874,First Hand,international,"Listed under ""Dunraven"" in accordance with common usage; full name was Windham Thomas Wyndham to Quin.",hunter,Non to Official,M,same drainage,probably Tom Miner Creek,"Dunraven, Omohondo, Fred Bottler, Campbell, Kingsley, Wynne, Bromley",7,hunting,,1874,,0,1874,,0,0,Dunraven 1876,157,"Dunraven, Earl of (Windham Thomas Wyndam to Quin",1876,,,,,"pgs cont'd: 336 to 8,340 to 1,343 to 9,351,353 to 8,361 to 2,364 to 70,73"
,,,,0,,1,could not go bacon,0,1877,summer,August,23,"Weikert, Andrew J",anwe,1877,First Hand,regional,,unknown,Non to Official,M,Upper Falls,,"Weikert, Duncan, Wilkie, Ben Stone, Dick, Fred, Roberts, Foller",10,visitors,,1877,August,14,1877,August,28,1,Weikert 1900,157,"Weikert, Andrew J.",1900,,,,,
,,,,0,,1,fish for breakfast,0,1877,summer,August,24,"Weikert, Andrew J",anwe,1877,First Hand,regional,,unknown,Non to Official,M,Upper Falls,,"Weikert, Duncan, Wilkie, Ben Stone, Dick, Fred, Roberts, Foller",10,visitors,,1877,August,14,1877,August,28,1,Weikert 1900,157,"Weikert, Andrew J.",1900,,,,,
Grizzly Bear,observed animal,none killed,1,1,,0,,0,1832,summer,July,1,"Wyeth, Nathaniel J.",nawy,"1832, 1833",First Hand,continental,,trapper,Non to Official,M,Along the Green River,,"Nathaniel J. Wyeth, John B. Wyeth, Jacob Wyeth",24,business oppurtunities on west coast in Oregon area,nine left to return home from Pierre's Hole,1832,June,29,1832,July,27,0,Wyeth 1899,158,Wyeth,1899,,,,,
Wolf,observed animal,,1,1,,0,,0,1832,summer,July,1,"Wyeth, Nathaniel J.",nawy,"1832, 1833",First Hand,continental,,trapper,Non to Official,M,Along the Green River,,"Nathaniel J. Wyeth, John B. Wyeth, Jacob Wyeth",24,business oppurtunities on west coast in Oregon area,nine left to return home from Pierre's Hole,1832,June,29,1832,July,27,0,Wyeth 1899,158,Wyeth,1899,,,,,
Pronghorn,observed animal,plenty,100 to 500,1,,0,,0,1832,summer,July,1,"Wyeth, Nathaniel J.",nawy,"1832, 1833",First Hand,continental,,trapper,Non to Official,M,Along the Green River,,"Nathaniel J. Wyeth, John B. Wyeth, Jacob Wyeth",24,business oppurtunities on west coast in Oregon area,nine left to return home from Pierre's Hole,1832,June,29,1832,July,27,0,Wyeth 1899,158,Wyeth,1899,,,,,
Bison,killed animal,part of 4,Less than 10,1,,0,,0,1832,summer,July,1,"Wyeth, Nathaniel J.",nawy,"1832, 1833",First Hand,continental,,trapper,Non to Official,M,Along the Green River,,"Nathaniel J. Wyeth, John B. Wyeth, Jacob Wyeth",24,business oppurtunities on west coast in Oregon area,nine left to return home from Pierre's Hole,1832,June,29,1832,July,27,0,Wyeth 1899,158,Wyeth,1899,,,,,
Unknown,assumption,hunters,,1,,0,,0,1832,summer,July,1,"Wyeth, Nathaniel J.",nawy,"1832, 1833",First Hand,continental,,trapper,Non to Official,M,Along the Green River,,"Nathaniel J. Wyeth, John B. Wyeth, Jacob Wyeth",24,business oppurtunities on west coast in Oregon area,nine left to return home from Pierre's Hole,1832,June,29,1832,July,27,0,Wyeth 1899,158,Wyeth,1899,,,,,
Bison,described parts,meat of cow,Less than 10,1,,0,,0,1832,summer,July,4,"Wyeth, Nathaniel J.",nawy,"1832, 1833",First Hand,continental,,trapper,Non to Official,M,crossed divide at headwaters of Green River,,"Nathaniel J. Wyeth, John B. Wyeth, Jacob Wyeth",24,business oppurtunities on west coast in Oregon area,nine left to return home from Pierre's Hole,1832,June,29,1832,July,27,0,Wyeth 1899,158,Wyeth,1899,,,,,
"Bear, unspecified",observed animal,,1,1,,0,,0,1832,summer,July,0,"Wyeth, Nathaniel J.",nawy,"1832, 1833",First Hand,continental,,trapper,Non to Official,M,Hoback River drainage,,"Nathaniel J. Wyeth, John B. Wyeth, Jacob Wyeth",24,business oppurtunities on west coast in Oregon area,nine left to return home from Pierre's Hole,1832,June,29,1832,July,27,0,Wyeth 1899,158,Wyeth,1899,,,,,
Mule Deer,observed animal,plenty,100 to 500,1,,0,,0,1863,spring,April,18,"Stuart, James",jast,1863,First Hand,regional,,prospector,Non to Official,M,Gallatin River Valley,,"James Stuart, Black (Blake), Bell, Underwood, Bostwick, George Pfohl",,prospecting,,1863,April,12,1863,May,28,0,Stuart 1876,158,"Stuart, James",1876,,,,,
White to tailed Deer,observed animal,plenty,100 to 500,1,,0,,0,1863,spring,April,18,"Stuart, James",jast,1863,First Hand,regional,,prospector,Non to Official,M,Gallatin River Valley,,"James Stuart, Black (Blake), Bell, Underwood, Bostwick, George Pfohl",,prospecting,,1863,April,12,1863,May,28,0,Stuart 1876,158,"Stuart, James",1876,,,,,
Pronghorn,observed animal,plenty,100 to 500,1,,0,,0,1863,spring,April,18,"Stuart, James",jast,1863,First Hand,regional,,prospector,Non to Official,M,Gallatin River Valley,,"James Stuart, Black (Blake), Bell, Underwood, Bostwick, George Pfohl",,prospecting,,1863,April,12,1863,May,28,0,Stuart 1876,158,"Stuart, James",1876,,,,,
Elk,observed animal,band of twenty,10 to 30,1,,0,,0,1863,spring,April,18,"Stuart, James",jast,1863,First Hand,regional,,prospector,Non to Official,M,Gallatin River Valley,,"James Stuart, Black (Blake), Bell, Underwood, Bostwick, George Pfohl",,prospecting,,1863,April,12,1863,May,28,0,Stuart 1876,158,"Stuart, James",1876,,,,,
Wolf,heard sounds,serenaded by full band of wolves,3 to 5,1,,0,,0,1863,spring,April,18,"Stuart, James",jast,1863,First Hand,regional,,prospector,Non to Official,M,vicinity of present Belgrade or Bozeman,,"James Stuart, Black (Blake), Bell, Underwood, Bostwick, George Pfohl",,prospecting,,1863,April,12,1863,May,28,0,Stuart 1876,158,"Stuart, James",1876,,,,,
Unknown,assumption,hunt game,,1,,0,,0,1871,summer,August,11,"Peale, Albert",alpe,"1871, 1872",First Hand,continental,,scientist,Official,M,Beaverdam Creek,,"Ferdinand Hayden, George Allen, Albert Peale, Bob Bushnel, Jose, Jim, Joe Clark, Carrington, Logan, Lt Doane, Geiselman, Goodfellow, Steve, Smith, W H Jackson, Duncan, Cam, Stevenson, H W Elliott, Robert Adams, Thomas Moran",20,scientific expedition,"plus packers, cooks and stock; Yellowstone River, Yellowstone Lake, Firehole River, around Lake, Pelican Creek, Mirror Plateau, Lamar",1871,July,11,1871,August,27,1,Merrill 1999,158,"Merrill, Marlene Deahl",1999,,,,,
Beaver,observed sign,dams,2,1,,0,,0,1871,summer,August,11,"Peale, Albert",alpe,"1871, 1872",First Hand,continental,,scientist,Official,M,Beaverdam Creek,,"Ferdinand Hayden, George Allen, Albert Peale, Bob Bushnel, Jose, Jim, Joe Clark, Carrington, Logan, Lt Doane, Geiselman, Goodfellow, Steve, Smith, W H Jackson, Duncan, Cam, Stevenson, H W Elliott, Robert Adams, Thomas Moran",20,scientific expedition,"plus packers, cooks and stock; Yellowstone River, Yellowstone Lake, Firehole River, around Lake, Pelican Creek, Mirror Plateau, Lamar",1871,July,11,1871,August,27,1,Merrill 1999,158,"Merrill, Marlene Deahl",1999,,,,,
